prompt_id,split,template_id,structure,io_name,s_name,prompt,answer,counterfactual_answer,answer_token_id,counterfactual_token_id
prompt_f958a0fb0e9f4913,reference,baba_store,BABA,Amy,Benjamin,"When Benjamin and Amy went to the store, Benjamin gave a bottle of milk to",Amy,Benjamin,14235,14533
prompt_08c33ae6d131d57c,test,abba_meeting,ABBA,Alice,Erin,"Because Alice and Erin attended the meeting, Erin sent a short note to",Alice,Erin,14862,28894
prompt_2042f7e3b89f8205,test,abba_meeting,ABBA,Brandon,Dorothy,"Because Brandon and Dorothy attended the meeting, Dorothy sent a short note to",Brandon,Dorothy,14328,40349
prompt_24adba5060ef8482,test,abba_meeting,ABBA,Andrea,Daniel,"Because Andrea and Daniel attended the meeting, Daniel sent a short note to",Andrea,Daniel,23174,7806
prompt_27c78865e1bf16a4,test,abba_meeting,ABBA,Ronald,Daniel,"Because Ronald and Daniel attended the meeting, Daniel sent a short note to",Ronald,Daniel,14430,7806
prompt_2ab940c3ab99808a,test,abba_meeting,ABBA,Brenda,Sharon,"Because Brenda and Sharon attended the meeting, Sharon sent a short note to",Brenda,Sharon,49495,26918
prompt_333c963488c1d536,test,abba_meeting,ABBA,Scott,Andrea,"Because Scott and Andrea attended the meeting, Andrea sent a short note to",Scott,Andrea,4746,23174
prompt_33f62121dc858fcf,test,abba_meeting,ABBA,Justin,Cynthia,"Because Justin and Cynthia attended the meeting, Cynthia sent a short note to",Justin,Cynthia,10799,40897
prompt_39d96985388539db,test,abba_meeting,ABBA,Brenda,Alice,"Because Brenda and Alice attended the meeting, Alice sent a short note to",Brenda,Alice,49495,14862
prompt_3ecb4169e6726124,test,abba_meeting,ABBA,Andrea,Alice,"Because Andrea and Alice attended the meeting, Alice sent a short note to",Andrea,Alice,23174,14862
prompt_47dd49f0daad486a,test,abba_meeting,ABBA,Cynthia,Brenda,"Because Cynthia and Brenda attended the meeting, Brenda sent a short note to",Cynthia,Brenda,40897,49495
prompt_4d089867ff2f79ab,test,abba_meeting,ABBA,Liam,Justin,"Because Liam and Justin attended the meeting, Justin sent a short note to",Liam,Justin,31684,10799
prompt_5db8f7abda110b9d,test,abba_meeting,ABBA,Erin,Brenda,"Because Erin and Brenda attended the meeting, Brenda sent a short note to",Erin,Brenda,28894,49495
prompt_6201877897327878,test,abba_meeting,ABBA,Cynthia,Denise,"Because Cynthia and Denise attended the meeting, Denise sent a short note to",Cynthia,Denise,40897,43596
prompt_6eec586eae287e10,test,abba_meeting,ABBA,Cynthia,Linda,"Because Cynthia and Linda attended the meeting, Linda sent a short note to",Cynthia,Linda,40897,21776
prompt_700c59f457398b85,test,abba_meeting,ABBA,Liam,Daniel,"Because Liam and Daniel attended the meeting, Daniel sent a short note to",Liam,Daniel,31684,7806
prompt_7c5aa0f88249da32,test,abba_meeting,ABBA,Cynthia,Alice,"Because Cynthia and Alice attended the meeting, Alice sent a short note to",Cynthia,Alice,40897,14862
prompt_810f7f455cedf092,test,abba_meeting,ABBA,Brandon,Linda,"Because Brandon and Linda attended the meeting, Linda sent a short note to",Brandon,Linda,14328,21776
prompt_8f00070c30b227f6,test,abba_meeting,ABBA,Justin,Christine,"Because Justin and Christine attended the meeting, Christine sent a short note to",Justin,Christine,10799,26088
prompt_9542f0640181dbf7,test,abba_meeting,ABBA,Cynthia,Justin,"Because Cynthia and Justin attended the meeting, Justin sent a short note to",Cynthia,Justin,40897,10799
prompt_9b6f32b6d24d81a7,test,abba_meeting,ABBA,Denise,Daniel,"Because Denise and Daniel attended the meeting, Daniel sent a short note to",Denise,Daniel,43596,7806
prompt_a535eeaa28e28a55,test,abba_meeting,ABBA,Liam,Sharon,"Because Liam and Sharon attended the meeting, Sharon sent a short note to",Liam,Sharon,31684,26918
prompt_ae7857076bae5d49,test,abba_meeting,ABBA,Erin,Brandon,"Because Erin and Brandon attended the meeting, Brandon sent a short note to",Erin,Brandon,28894,14328
prompt_d2f05caf8ba3d6d3,test,abba_meeting,ABBA,Ronald,Justin,"Because Ronald and Justin attended the meeting, Justin sent a short note to",Ronald,Justin,14430,10799
prompt_d6f79cac9eabdf6d,test,abba_meeting,ABBA,Andrea,Christine,"Because Andrea and Christine attended the meeting, Christine sent a short note to",Andrea,Christine,23174,26088
prompt_e1e5bf9fbf115948,test,abba_meeting,ABBA,Linda,Brenda,"Because Linda and Brenda attended the meeting, Brenda sent a short note to",Linda,Brenda,21776,49495
prompt_e65ea8c07e6d3abb,test,abba_meeting,ABBA,Brandon,Daniel,"Because Brandon and Daniel attended the meeting, Daniel sent a short note to",Brandon,Daniel,14328,7806
prompt_ecd886bf154fa6dc,test,abba_meeting,ABBA,Justin,Brenda,"Because Justin and Brenda attended the meeting, Brenda sent a short note to",Justin,Brenda,10799,49495
prompt_f01855146d9d2ac8,test,abba_meeting,ABBA,Christine,Dorothy,"Because Christine and Dorothy attended the meeting, Dorothy sent a short note to",Christine,Dorothy,26088,40349
prompt_f61f656e8a95a249,test,abba_meeting,ABBA,Sharon,Liam,"Because Sharon and Liam attended the meeting, Liam sent a short note to",Sharon,Liam,26918,31684
prompt_f63b7134d92c7f31,test,abba_meeting,ABBA,Brenda,Erin,"Because Brenda and Erin attended the meeting, Erin sent a short note to",Brenda,Erin,49495,28894
prompt_f956ec78ac7450da,test,abba_meeting,ABBA,Justin,Linda,"Because Justin and Linda attended the meeting, Linda sent a short note to",Justin,Linda,10799,21776
prompt_fd854f9fa8737fd2,test,abba_meeting,ABBA,Christine,Denise,"Because Christine and Denise attended the meeting, Denise sent a short note to",Christine,Denise,26088,43596
prompt_01052903a2bdfa28,test,abba_office,ABBA,Liam,Justin,"While Liam and Justin worked in the office, Justin passed a blue folder to",Liam,Justin,31684,10799
prompt_140544cd843ee9f4,test,abba_office,ABBA,Erin,Andrea,"While Erin and Andrea worked in the office, Andrea passed a blue folder to",Erin,Andrea,28894,23174
prompt_1aa40794731a3cfa,test,abba_office,ABBA,Brandon,Linda,"While Brandon and Linda worked in the office, Linda passed a blue folder to",Brandon,Linda,14328,21776
prompt_1d3cc914ba0699bf,test,abba_office,ABBA,Linda,Cynthia,"While Linda and Cynthia worked in the office, Cynthia passed a blue folder to",Linda,Cynthia,21776,40897
prompt_28b494e64aa241ad,test,abba_office,ABBA,Liam,Scott,"While Liam and Scott worked in the office, Scott passed a blue folder to",Liam,Scott,31684,4746
prompt_3d9d8431d8e34d61,test,abba_office,ABBA,Ronald,Justin,"While Ronald and Justin worked in the office, Justin passed a blue folder to",Ronald,Justin,14430,10799
prompt_44c4b608c8a2b58f,test,abba_office,ABBA,Scott,Ronald,"While Scott and Ronald worked in the office, Ronald passed a blue folder to",Scott,Ronald,4746,14430
prompt_44c8c1eb1ce8b56e,test,abba_office,ABBA,Sharon,Ronald,"While Sharon and Ronald worked in the office, Ronald passed a blue folder to",Sharon,Ronald,26918,14430
prompt_5297c3bf378cc808,test,abba_office,ABBA,Dorothy,Denise,"While Dorothy and Denise worked in the office, Denise passed a blue folder to",Dorothy,Denise,40349,43596
prompt_5b68d7953a68ba0e,test,abba_office,ABBA,Linda,Brenda,"While Linda and Brenda worked in the office, Brenda passed a blue folder to",Linda,Brenda,21776,49495
prompt_6b8e7898a920a5bf,test,abba_office,ABBA,Christine,Sharon,"While Christine and Sharon worked in the office, Sharon passed a blue folder to",Christine,Sharon,26088,26918
prompt_7203979547e477e7,test,abba_office,ABBA,Denise,Scott,"While Denise and Scott worked in the office, Scott passed a blue folder to",Denise,Scott,43596,4746
prompt_7694a80bb6a16b75,test,abba_office,ABBA,Liam,Brandon,"While Liam and Brandon worked in the office, Brandon passed a blue folder to",Liam,Brandon,31684,14328
prompt_798183fd7ce5c6f0,test,abba_office,ABBA,Brenda,Ronald,"While Brenda and Ronald worked in the office, Ronald passed a blue folder to",Brenda,Ronald,49495,14430
prompt_8003434bffd7c358,test,abba_office,ABBA,Alice,Erin,"While Alice and Erin worked in the office, Erin passed a blue folder to",Alice,Erin,14862,28894
prompt_803c40901dddef19,test,abba_office,ABBA,Linda,Daniel,"While Linda and Daniel worked in the office, Daniel passed a blue folder to",Linda,Daniel,21776,7806
prompt_85b22c4454e382cb,test,abba_office,ABBA,Sharon,Brandon,"While Sharon and Brandon worked in the office, Brandon passed a blue folder to",Sharon,Brandon,26918,14328
prompt_8e497cabe871a5da,test,abba_office,ABBA,Linda,Dorothy,"While Linda and Dorothy worked in the office, Dorothy passed a blue folder to",Linda,Dorothy,21776,40349
prompt_8ead765048499a66,test,abba_office,ABBA,Justin,Daniel,"While Justin and Daniel worked in the office, Daniel passed a blue folder to",Justin,Daniel,10799,7806
prompt_8fe40f560bb51091,test,abba_office,ABBA,Erin,Cynthia,"While Erin and Cynthia worked in the office, Cynthia passed a blue folder to",Erin,Cynthia,28894,40897
prompt_90d95ea75890e8f0,test,abba_office,ABBA,Linda,Alice,"While Linda and Alice worked in the office, Alice passed a blue folder to",Linda,Alice,21776,14862
prompt_a637562e934e5209,test,abba_office,ABBA,Dorothy,Scott,"While Dorothy and Scott worked in the office, Scott passed a blue folder to",Dorothy,Scott,40349,4746
prompt_ad973bf7c0c2315e,test,abba_office,ABBA,Andrea,Brenda,"While Andrea and Brenda worked in the office, Brenda passed a blue folder to",Andrea,Brenda,23174,49495
prompt_b3a7595ab45991f2,test,abba_office,ABBA,Andrea,Linda,"While Andrea and Linda worked in the office, Linda passed a blue folder to",Andrea,Linda,23174,21776
prompt_b4ea29a659feca8d,test,abba_office,ABBA,Justin,Scott,"While Justin and Scott worked in the office, Scott passed a blue folder to",Justin,Scott,10799,4746
prompt_c5348a317eb0c939,test,abba_office,ABBA,Alice,Scott,"While Alice and Scott worked in the office, Scott passed a blue folder to",Alice,Scott,14862,4746
prompt_d0223c4818fe9677,test,abba_office,ABBA,Andrea,Daniel,"While Andrea and Daniel worked in the office, Daniel passed a blue folder to",Andrea,Daniel,23174,7806
prompt_d251157b07403ae4,test,abba_office,ABBA,Denise,Christine,"While Denise and Christine worked in the office, Christine passed a blue folder to",Denise,Christine,43596,26088
prompt_d2a92daf076d6f27,test,abba_office,ABBA,Scott,Dorothy,"While Scott and Dorothy worked in the office, Dorothy passed a blue folder to",Scott,Dorothy,4746,40349
prompt_ece2590dcb7dd307,test,abba_office,ABBA,Justin,Erin,"While Justin and Erin worked in the office, Erin passed a blue folder to",Justin,Erin,10799,28894
prompt_f7254560e0208df0,test,abba_office,ABBA,Denise,Cynthia,"While Denise and Cynthia worked in the office, Cynthia passed a blue folder to",Denise,Cynthia,43596,40897
prompt_fba165955680798d,test,abba_office,ABBA,Sharon,Dorothy,"While Sharon and Dorothy worked in the office, Dorothy passed a blue folder to",Sharon,Dorothy,26918,40349
prompt_1034ffafc1fbe751,test,abba_park,ABBA,Liam,Brenda,"After Liam and Brenda visited the park, Brenda handed a folded map to",Liam,Brenda,31684,49495
prompt_207b14408bc23981,test,abba_park,ABBA,Erin,Denise,"After Erin and Denise visited the park, Denise handed a folded map to",Erin,Denise,28894,43596
prompt_213cebbac5abe692,test,abba_park,ABBA,Linda,Denise,"After Linda and Denise visited the park, Denise handed a folded map to",Linda,Denise,21776,43596
prompt_21f72ee7157d16df,test,abba_park,ABBA,Linda,Andrea,"After Linda and Andrea visited the park, Andrea handed a folded map to",Linda,Andrea,21776,23174
prompt_226edfafe42922cd,test,abba_park,ABBA,Daniel,Linda,"After Daniel and Linda visited the park, Linda handed a folded map to",Daniel,Linda,7806,21776
prompt_363e41f46d32b07a,test,abba_park,ABBA,Erin,Sharon,"After Erin and Sharon visited the park, Sharon handed a folded map to",Erin,Sharon,28894,26918
prompt_4abbe089b4e5f1f9,test,abba_park,ABBA,Daniel,Cynthia,"After Daniel and Cynthia visited the park, Cynthia handed a folded map to",Daniel,Cynthia,7806,40897
prompt_4ffa47115fce8b70,test,abba_park,ABBA,Alice,Cynthia,"After Alice and Cynthia visited the park, Cynthia handed a folded map to",Alice,Cynthia,14862,40897
prompt_52c428741212a9c5,test,abba_park,ABBA,Ronald,Linda,"After Ronald and Linda visited the park, Linda handed a folded map to",Ronald,Linda,14430,21776
prompt_5efa69f02dafa5e6,test,abba_park,ABBA,Denise,Linda,"After Denise and Linda visited the park, Linda handed a folded map to",Denise,Linda,43596,21776
prompt_60a8b7ddf1f7d49a,test,abba_park,ABBA,Erin,Andrea,"After Erin and Andrea visited the park, Andrea handed a folded map to",Erin,Andrea,28894,23174
prompt_6915e7685fc6eae7,test,abba_park,ABBA,Daniel,Liam,"After Daniel and Liam visited the park, Liam handed a folded map to",Daniel,Liam,7806,31684
prompt_6ad3930d102d0130,test,abba_park,ABBA,Liam,Brandon,"After Liam and Brandon visited the park, Brandon handed a folded map to",Liam,Brandon,31684,14328
prompt_703fc576aeadefed,test,abba_park,ABBA,Ronald,Erin,"After Ronald and Erin visited the park, Erin handed a folded map to",Ronald,Erin,14430,28894
prompt_777c92fafa050af1,test,abba_park,ABBA,Dorothy,Liam,"After Dorothy and Liam visited the park, Liam handed a folded map to",Dorothy,Liam,40349,31684
prompt_8121713de519dde8,test,abba_park,ABBA,Andrea,Cynthia,"After Andrea and Cynthia visited the park, Cynthia handed a folded map to",Andrea,Cynthia,23174,40897
prompt_83a4505923fed526,test,abba_park,ABBA,Denise,Andrea,"After Denise and Andrea visited the park, Andrea handed a folded map to",Denise,Andrea,43596,23174
prompt_9504bdd05083a56f,test,abba_park,ABBA,Dorothy,Cynthia,"After Dorothy and Cynthia visited the park, Cynthia handed a folded map to",Dorothy,Cynthia,40349,40897
prompt_98f41fc6ca525824,test,abba_park,ABBA,Christine,Scott,"After Christine and Scott visited the park, Scott handed a folded map to",Christine,Scott,26088,4746
prompt_9b024716e07d90e3,test,abba_park,ABBA,Brandon,Alice,"After Brandon and Alice visited the park, Alice handed a folded map to",Brandon,Alice,14328,14862
prompt_a9f6fa6b4e41144a,test,abba_park,ABBA,Cynthia,Brenda,"After Cynthia and Brenda visited the park, Brenda handed a folded map to",Cynthia,Brenda,40897,49495
prompt_ae5268260d09b9f3,test,abba_park,ABBA,Andrea,Alice,"After Andrea and Alice visited the park, Alice handed a folded map to",Andrea,Alice,23174,14862
prompt_ae9b534a2ea98edb,test,abba_park,ABBA,Cynthia,Sharon,"After Cynthia and Sharon visited the park, Sharon handed a folded map to",Cynthia,Sharon,40897,26918
prompt_aef40fae8994e554,test,abba_park,ABBA,Justin,Brenda,"After Justin and Brenda visited the park, Brenda handed a folded map to",Justin,Brenda,10799,49495
prompt_bd7c0000336253c9,test,abba_park,ABBA,Justin,Cynthia,"After Justin and Cynthia visited the park, Cynthia handed a folded map to",Justin,Cynthia,10799,40897
prompt_c5ef7565b262e593,test,abba_park,ABBA,Dorothy,Alice,"After Dorothy and Alice visited the park, Alice handed a folded map to",Dorothy,Alice,40349,14862
prompt_c8271cde7662a06e,test,abba_park,ABBA,Justin,Ronald,"After Justin and Ronald visited the park, Ronald handed a folded map to",Justin,Ronald,10799,14430
prompt_ccd8048a37dc307b,test,abba_park,ABBA,Brenda,Daniel,"After Brenda and Daniel visited the park, Daniel handed a folded map to",Brenda,Daniel,49495,7806
prompt_d1761f527ce44748,test,abba_park,ABBA,Daniel,Sharon,"After Daniel and Sharon visited the park, Sharon handed a folded map to",Daniel,Sharon,7806,26918
prompt_e4f847e38052f159,test,abba_park,ABBA,Liam,Andrea,"After Liam and Andrea visited the park, Andrea handed a folded map to",Liam,Andrea,31684,23174
prompt_f2c4c648fc4d360c,test,abba_park,ABBA,Daniel,Christine,"After Daniel and Christine visited the park, Christine handed a folded map to",Daniel,Christine,7806,26088
prompt_feb2f187233fc42d,test,abba_park,ABBA,Scott,Brenda,"After Scott and Brenda visited the park, Brenda handed a folded map to",Scott,Brenda,4746,49495
prompt_00c75d5301db83a0,test,abba_store,ABBA,Christine,Liam,"When Christine and Liam went to the store, Liam gave a bottle of milk to",Christine,Liam,26088,31684
prompt_0b54294ae933d520,test,abba_store,ABBA,Christine,Justin,"When Christine and Justin went to the store, Justin gave a bottle of milk to",Christine,Justin,26088,10799
prompt_18dec8e15efd344c,test,abba_store,ABBA,Linda,Justin,"When Linda and Justin went to the store, Justin gave a bottle of milk to",Linda,Justin,21776,10799
prompt_1b0779ff6783e037,test,abba_store,ABBA,Brandon,Liam,"When Brandon and Liam went to the store, Liam gave a bottle of milk to",Brandon,Liam,14328,31684
prompt_217ed4a89d21c0d9,test,abba_store,ABBA,Brenda,Denise,"When Brenda and Denise went to the store, Denise gave a bottle of milk to",Brenda,Denise,49495,43596
prompt_22dfb7040415a5ab,test,abba_store,ABBA,Scott,Justin,"When Scott and Justin went to the store, Justin gave a bottle of milk to",Scott,Justin,4746,10799
prompt_28bda9298b5fa9d1,test,abba_store,ABBA,Sharon,Linda,"When Sharon and Linda went to the store, Linda gave a bottle of milk to",Sharon,Linda,26918,21776
prompt_328690249a1f389f,test,abba_store,ABBA,Ronald,Erin,"When Ronald and Erin went to the store, Erin gave a bottle of milk to",Ronald,Erin,14430,28894
prompt_368b57b43b7082c3,test,abba_store,ABBA,Cynthia,Erin,"When Cynthia and Erin went to the store, Erin gave a bottle of milk to",Cynthia,Erin,40897,28894
prompt_462db6ec463a5162,test,abba_store,ABBA,Justin,Andrea,"When Justin and Andrea went to the store, Andrea gave a bottle of milk to",Justin,Andrea,10799,23174
prompt_4fedb764334c9b9d,test,abba_store,ABBA,Christine,Denise,"When Christine and Denise went to the store, Denise gave a bottle of milk to",Christine,Denise,26088,43596
prompt_5392fec870f184fc,test,abba_store,ABBA,Dorothy,Liam,"When Dorothy and Liam went to the store, Liam gave a bottle of milk to",Dorothy,Liam,40349,31684
prompt_5c76105320bb5687,test,abba_store,ABBA,Erin,Linda,"When Erin and Linda went to the store, Linda gave a bottle of milk to",Erin,Linda,28894,21776
prompt_85a2e037c2debdff,test,abba_store,ABBA,Erin,Brenda,"When Erin and Brenda went to the store, Brenda gave a bottle of milk to",Erin,Brenda,28894,49495
prompt_93aed8a66273fe21,test,abba_store,ABBA,Ronald,Scott,"When Ronald and Scott went to the store, Scott gave a bottle of milk to",Ronald,Scott,14430,4746
prompt_a272cf2a9287235b,test,abba_store,ABBA,Brenda,Brandon,"When Brenda and Brandon went to the store, Brandon gave a bottle of milk to",Brenda,Brandon,49495,14328
prompt_a28e46e03a08fcba,test,abba_store,ABBA,Ronald,Dorothy,"When Ronald and Dorothy went to the store, Dorothy gave a bottle of milk to",Ronald,Dorothy,14430,40349
prompt_a90511161fb37cc1,test,abba_store,ABBA,Justin,Erin,"When Justin and Erin went to the store, Erin gave a bottle of milk to",Justin,Erin,10799,28894
prompt_af14fb0153109f65,test,abba_store,ABBA,Cynthia,Sharon,"When Cynthia and Sharon went to the store, Sharon gave a bottle of milk to",Cynthia,Sharon,40897,26918
prompt_b2bf3984695493a3,test,abba_store,ABBA,Dorothy,Brandon,"When Dorothy and Brandon went to the store, Brandon gave a bottle of milk to",Dorothy,Brandon,40349,14328
prompt_b8bc61447315ad9e,test,abba_store,ABBA,Cynthia,Brenda,"When Cynthia and Brenda went to the store, Brenda gave a bottle of milk to",Cynthia,Brenda,40897,49495
prompt_baae560a09363998,test,abba_store,ABBA,Daniel,Scott,"When Daniel and Scott went to the store, Scott gave a bottle of milk to",Daniel,Scott,7806,4746
prompt_c3cd376e22d5381a,test,abba_store,ABBA,Erin,Scott,"When Erin and Scott went to the store, Scott gave a bottle of milk to",Erin,Scott,28894,4746
prompt_c622314cf7980312,test,abba_store,ABBA,Brenda,Ronald,"When Brenda and Ronald went to the store, Ronald gave a bottle of milk to",Brenda,Ronald,49495,14430
prompt_c653a3d417eb2148,test,abba_store,ABBA,Justin,Ronald,"When Justin and Ronald went to the store, Ronald gave a bottle of milk to",Justin,Ronald,10799,14430
prompt_c8a87bc1975fabc0,test,abba_store,ABBA,Christine,Alice,"When Christine and Alice went to the store, Alice gave a bottle of milk to",Christine,Alice,26088,14862
prompt_cc00e6634d400015,test,abba_store,ABBA,Brenda,Linda,"When Brenda and Linda went to the store, Linda gave a bottle of milk to",Brenda,Linda,49495,21776
prompt_d09a21e917b6c1ad,test,abba_store,ABBA,Scott,Dorothy,"When Scott and Dorothy went to the store, Dorothy gave a bottle of milk to",Scott,Dorothy,4746,40349
prompt_d80af8d7be19b680,test,abba_store,ABBA,Justin,Linda,"When Justin and Linda went to the store, Linda gave a bottle of milk to",Justin,Linda,10799,21776
prompt_e4a7dbe31285c33b,test,abba_store,ABBA,Andrea,Justin,"When Andrea and Justin went to the store, Justin gave a bottle of milk to",Andrea,Justin,23174,10799
prompt_ec79d9bc96f6e888,test,abba_store,ABBA,Brenda,Alice,"When Brenda and Alice went to the store, Alice gave a bottle of milk to",Brenda,Alice,49495,14862
prompt_f0d8575e3cc07c9c,test,abba_store,ABBA,Brandon,Denise,"When Brandon and Denise went to the store, Denise gave a bottle of milk to",Brandon,Denise,14328,43596
prompt_0577dedad8813a82,test,baba_meeting,BABA,Ronald,Dorothy,"Because Dorothy and Ronald attended the meeting, Dorothy sent a short note to",Ronald,Dorothy,14430,40349
prompt_0d3f4f55cb0ab353,test,baba_meeting,BABA,Liam,Justin,"Because Justin and Liam attended the meeting, Justin sent a short note to",Liam,Justin,31684,10799
prompt_25b8ec50108c5e67,test,baba_meeting,BABA,Linda,Ronald,"Because Ronald and Linda attended the meeting, Ronald sent a short note to",Linda,Ronald,21776,14430
prompt_2afb7081eddc696a,test,baba_meeting,BABA,Denise,Liam,"Because Liam and Denise attended the meeting, Liam sent a short note to",Denise,Liam,43596,31684
prompt_2efec2c3f6cfaf72,test,baba_meeting,BABA,Cynthia,Daniel,"Because Daniel and Cynthia attended the meeting, Daniel sent a short note to",Cynthia,Daniel,40897,7806
prompt_4932a4918164a4b0,test,baba_meeting,BABA,Scott,Christine,"Because Christine and Scott attended the meeting, Christine sent a short note to",Scott,Christine,4746,26088
prompt_510c6bfd88350ec9,test,baba_meeting,BABA,Alice,Dorothy,"Because Dorothy and Alice attended the meeting, Dorothy sent a short note to",Alice,Dorothy,14862,40349
prompt_563be1c591acd9b5,test,baba_meeting,BABA,Denise,Christine,"Because Christine and Denise attended the meeting, Christine sent a short note to",Denise,Christine,43596,26088
prompt_64239d329c014e3c,test,baba_meeting,BABA,Daniel,Liam,"Because Liam and Daniel attended the meeting, Liam sent a short note to",Daniel,Liam,7806,31684
prompt_69f388a55793589f,test,baba_meeting,BABA,Dorothy,Brandon,"Because Brandon and Dorothy attended the meeting, Brandon sent a short note to",Dorothy,Brandon,40349,14328
prompt_75fe9f35c9776f31,test,baba_meeting,BABA,Brandon,Scott,"Because Scott and Brandon attended the meeting, Scott sent a short note to",Brandon,Scott,14328,4746
prompt_781e1e2bb5d103ba,test,baba_meeting,BABA,Christine,Alice,"Because Alice and Christine attended the meeting, Alice sent a short note to",Christine,Alice,26088,14862
prompt_79ba538d70417e43,test,baba_meeting,BABA,Dorothy,Linda,"Because Linda and Dorothy attended the meeting, Linda sent a short note to",Dorothy,Linda,40349,21776
prompt_7b4e7bb825c3b9d0,test,baba_meeting,BABA,Daniel,Scott,"Because Scott and Daniel attended the meeting, Scott sent a short note to",Daniel,Scott,7806,4746
prompt_83c2cfee3b6f16a5,test,baba_meeting,BABA,Scott,Liam,"Because Liam and Scott attended the meeting, Liam sent a short note to",Scott,Liam,4746,31684
prompt_92c658f6be863c9f,test,baba_meeting,BABA,Justin,Brandon,"Because Brandon and Justin attended the meeting, Brandon sent a short note to",Justin,Brandon,10799,14328
prompt_a6619078d3467a37,test,baba_meeting,BABA,Daniel,Dorothy,"Because Dorothy and Daniel attended the meeting, Dorothy sent a short note to",Daniel,Dorothy,7806,40349
prompt_a8e82995a354adad,test,baba_meeting,BABA,Brenda,Scott,"Because Scott and Brenda attended the meeting, Scott sent a short note to",Brenda,Scott,49495,4746
prompt_af147ac5989f1aa0,test,baba_meeting,BABA,Andrea,Denise,"Because Denise and Andrea attended the meeting, Denise sent a short note to",Andrea,Denise,23174,43596
prompt_bc1b60845fcbeb0f,test,baba_meeting,BABA,Justin,Alice,"Because Alice and Justin attended the meeting, Alice sent a short note to",Justin,Alice,10799,14862
prompt_be5991ec1bd02b8c,test,baba_meeting,BABA,Justin,Erin,"Because Erin and Justin attended the meeting, Erin sent a short note to",Justin,Erin,10799,28894
prompt_c38bf51f796d9691,test,baba_meeting,BABA,Linda,Dorothy,"Because Dorothy and Linda attended the meeting, Dorothy sent a short note to",Linda,Dorothy,21776,40349
prompt_c8610586d8634dc2,test,baba_meeting,BABA,Dorothy,Liam,"Because Liam and Dorothy attended the meeting, Liam sent a short note to",Dorothy,Liam,40349,31684
prompt_cb51ec8d631ac917,test,baba_meeting,BABA,Alice,Cynthia,"Because Cynthia and Alice attended the meeting, Cynthia sent a short note to",Alice,Cynthia,14862,40897
prompt_d374c2346ca240b4,test,baba_meeting,BABA,Ronald,Andrea,"Because Andrea and Ronald attended the meeting, Andrea sent a short note to",Ronald,Andrea,14430,23174
prompt_d3ed7302fdec1a55,test,baba_meeting,BABA,Andrea,Dorothy,"Because Dorothy and Andrea attended the meeting, Dorothy sent a short note to",Andrea,Dorothy,23174,40349
prompt_d661693303b529d1,test,baba_meeting,BABA,Brandon,Brenda,"Because Brenda and Brandon attended the meeting, Brenda sent a short note to",Brandon,Brenda,14328,49495
prompt_d8540de9fc0be4dc,test,baba_meeting,BABA,Alice,Scott,"Because Scott and Alice attended the meeting, Scott sent a short note to",Alice,Scott,14862,4746
prompt_dcf169a49441f80b,test,baba_meeting,BABA,Denise,Brandon,"Because Brandon and Denise attended the meeting, Brandon sent a short note to",Denise,Brandon,43596,14328
prompt_dedd1efbd84e3f6a,test,baba_meeting,BABA,Alice,Daniel,"Because Daniel and Alice attended the meeting, Daniel sent a short note to",Alice,Daniel,14862,7806
prompt_e578b4f9e2763f73,test,baba_meeting,BABA,Ronald,Daniel,"Because Daniel and Ronald attended the meeting, Daniel sent a short note to",Ronald,Daniel,14430,7806
prompt_f30e51e922e0c0e6,test,baba_meeting,BABA,Scott,Dorothy,"Because Dorothy and Scott attended the meeting, Dorothy sent a short note to",Scott,Dorothy,4746,40349
prompt_03ace31e8a205122,test,baba_office,BABA,Liam,Daniel,"While Daniel and Liam worked in the office, Daniel passed a blue folder to",Liam,Daniel,31684,7806
prompt_12ed14e835a98933,test,baba_office,BABA,Brenda,Scott,"While Scott and Brenda worked in the office, Scott passed a blue folder to",Brenda,Scott,49495,4746
prompt_3917670b0edee12b,test,baba_office,BABA,Alice,Daniel,"While Daniel and Alice worked in the office, Daniel passed a blue folder to",Alice,Daniel,14862,7806
prompt_489e0853342c710a,test,baba_office,BABA,Erin,Denise,"While Denise and Erin worked in the office, Denise passed a blue folder to",Erin,Denise,28894,43596
prompt_51795fbaf6c93878,test,baba_office,BABA,Erin,Andrea,"While Andrea and Erin worked in the office, Andrea passed a blue folder to",Erin,Andrea,28894,23174
prompt_52d3e8ae4dddf45e,test,baba_office,BABA,Brenda,Andrea,"While Andrea and Brenda worked in the office, Andrea passed a blue folder to",Brenda,Andrea,49495,23174
prompt_5365a92e0000e939,test,baba_office,BABA,Justin,Cynthia,"While Cynthia and Justin worked in the office, Cynthia passed a blue folder to",Justin,Cynthia,10799,40897
prompt_5fab3da57fcbe7d9,test,baba_office,BABA,Andrea,Brenda,"While Brenda and Andrea worked in the office, Brenda passed a blue folder to",Andrea,Brenda,23174,49495
prompt_64765ddf38c8f33c,test,baba_office,BABA,Christine,Brandon,"While Brandon and Christine worked in the office, Brandon passed a blue folder to",Christine,Brandon,26088,14328
prompt_69765ce832b59e72,test,baba_office,BABA,Alice,Denise,"While Denise and Alice worked in the office, Denise passed a blue folder to",Alice,Denise,14862,43596
