prompt_id,split,template_id,structure,unordered_name_pair_id,pair_orientation,io_name,s_name,prompt,answer,counterfactual_answer,answer_token_id,counterfactual_token_id
phase7_prompt_32ed3d35a166836e,test,baba_office,BABA,phase7_pair_fa3bf6a8bde53a2d,a_to_b,Holly,Robin,"While Robin and Holly worked in the office, Robin passed a blue folder to",Holly,Robin,7764,12325
phase7_prompt_5ced62f3e38ab8f6,test,baba_office,BABA,phase7_pair_fa3bf6a8bde53a2d,b_to_a,Robin,Holly,"While Holly and Robin worked in the office, Holly passed a blue folder to",Robin,Holly,12325,7764
phase7_prompt_e774da7951437ffc,test,baba_office,BABA,phase7_pair_fd9a9122baee6ea4,a_to_b,Christina,Gina,"While Gina and Christina worked in the office, Gina passed a blue folder to",Christina,Gina,33673,43002
phase7_prompt_550f5c8dd77ba9c7,test,baba_office,BABA,phase7_pair_fd9a9122baee6ea4,b_to_a,Gina,Christina,"While Christina and Gina worked in the office, Christina passed a blue folder to",Gina,Christina,43002,33673
phase7_prompt_6cf07d1c5f482596,test,baba_park,BABA,phase7_pair_0c18e66c6fc56274,a_to_b,Heather,Tina,"After Tina and Heather visited the park, Tina handed a folded map to",Heather,Tina,24253,35903
phase7_prompt_ce8ba05af79d279f,test,baba_park,BABA,phase7_pair_0c18e66c6fc56274,b_to_a,Tina,Heather,"After Heather and Tina visited the park, Heather handed a folded map to",Tina,Heather,35903,24253
phase7_prompt_ec745b2a309dbca4,test,baba_park,BABA,phase7_pair_267ca827d088ceea,a_to_b,Brooke,Cheryl,"After Cheryl and Brooke visited the park, Cheryl handed a folded map to",Brooke,Cheryl,46459,37958
phase7_prompt_095faf08803ec30d,test,baba_park,BABA,phase7_pair_267ca827d088ceea,b_to_a,Cheryl,Brooke,"After Brooke and Cheryl visited the park, Brooke handed a folded map to",Cheryl,Brooke,37958,46459
phase7_prompt_1f8776966b1e4737,test,baba_park,BABA,phase7_pair_278ff35d65d5552a,a_to_b,Chloe,Margaret,"After Margaret and Chloe visited the park, Margaret handed a folded map to",Chloe,Margaret,29476,19579
phase7_prompt_fc4e2c619bdfe55c,test,baba_park,BABA,phase7_pair_278ff35d65d5552a,b_to_a,Margaret,Chloe,"After Chloe and Margaret visited the park, Chloe handed a folded map to",Margaret,Chloe,19579,29476
phase7_prompt_ff451b2999fb2ef4,test,baba_park,BABA,phase7_pair_2c9c638f8f4dc409,a_to_b,Eva,Wendy,"After Wendy and Eva visited the park, Wendy handed a folded map to",Eva,Wendy,32355,28314
phase7_prompt_0a557dca7a1b62de,test,baba_park,BABA,phase7_pair_2c9c638f8f4dc409,b_to_a,Wendy,Eva,"After Eva and Wendy visited the park, Eva handed a folded map to",Wendy,Eva,28314,32355
phase7_prompt_ea07db698dff61d4,test,baba_park,BABA,phase7_pair_2f7e5056a93db164,a_to_b,Amelia,Anne,"After Anne and Amelia visited the park, Anne handed a folded map to",Amelia,Anne,49769,15397
phase7_prompt_0a42bf2b04354570,test,baba_park,BABA,phase7_pair_2f7e5056a93db164,b_to_a,Anne,Amelia,"After Amelia and Anne visited the park, Amelia handed a folded map to",Anne,Amelia,15397,49769
phase7_prompt_7858f44d77357d16,test,baba_park,BABA,phase7_pair_332483d3f8db2a87,a_to_b,Marie,Natalie,"After Natalie and Marie visited the park, Natalie handed a folded map to",Marie,Natalie,20492,35571
phase7_prompt_3913dce05bdda1b3,test,baba_park,BABA,phase7_pair_332483d3f8db2a87,b_to_a,Natalie,Marie,"After Marie and Natalie visited the park, Marie handed a folded map to",Natalie,Marie,35571,20492
phase7_prompt_87262a879b90b0cd,test,baba_park,BABA,phase7_pair_33dc25959f2ae37b,a_to_b,Jill,Kimberly,"After Kimberly and Jill visited the park, Kimberly handed a folded map to",Jill,Kimberly,22772,48685
phase7_prompt_06ce705a2259979f,test,baba_park,BABA,phase7_pair_33dc25959f2ae37b,b_to_a,Kimberly,Jill,"After Jill and Kimberly visited the park, Jill handed a folded map to",Kimberly,Jill,48685,22772
phase7_prompt_f08d53c3c82eadeb,test,baba_park,BABA,phase7_pair_3c6c304726369c49,a_to_b,Judy,Virginia,"After Virginia and Judy visited the park, Virginia handed a folded map to",Judy,Virginia,26395,6025
phase7_prompt_023358da57336627,test,baba_park,BABA,phase7_pair_3c6c304726369c49,b_to_a,Virginia,Judy,"After Judy and Virginia visited the park, Judy handed a folded map to",Virginia,Judy,6025,26395
phase7_prompt_5b2300bcf3404658,test,baba_park,BABA,phase7_pair_405b9f63f2142542,a_to_b,Lisa,Maya,"After Maya and Lisa visited the park, Maya handed a folded map to",Lisa,Maya,15378,26041
phase7_prompt_4700eb02b4c65bdb,test,baba_park,BABA,phase7_pair_405b9f63f2142542,b_to_a,Maya,Lisa,"After Lisa and Maya visited the park, Lisa handed a folded map to",Maya,Lisa,26041,15378
phase7_prompt_f341444f9a21fbee,test,baba_park,BABA,phase7_pair_644a0d1ba29cc1af,a_to_b,Peggy,Sarah,"After Sarah and Peggy visited the park, Sarah handed a folded map to",Peggy,Sarah,40910,10490
phase7_prompt_2348710712ad7c4d,test,baba_park,BABA,phase7_pair_644a0d1ba29cc1af,b_to_a,Sarah,Peggy,"After Peggy and Sarah visited the park, Peggy handed a folded map to",Sarah,Peggy,10490,40910
phase7_prompt_f8e5171d9644fbe8,test,baba_park,BABA,phase7_pair_6cd9d7aab319ee07,a_to_b,Charlotte,Elizabeth,"After Elizabeth and Charlotte visited the park, Elizabeth handed a folded map to",Charlotte,Elizabeth,14685,10674
phase7_prompt_3c0ec2a95c45389c,test,baba_park,BABA,phase7_pair_6cd9d7aab319ee07,b_to_a,Elizabeth,Charlotte,"After Charlotte and Elizabeth visited the park, Charlotte handed a folded map to",Elizabeth,Charlotte,10674,14685
phase7_prompt_e66df741f856493b,test,baba_park,BABA,phase7_pair_7d6ae98ddcd65bb9,a_to_b,Amber,Megan,"After Megan and Amber visited the park, Megan handed a folded map to",Amber,Megan,21896,27616
phase7_prompt_3ccd88185db3b08f,test,baba_park,BABA,phase7_pair_7d6ae98ddcd65bb9,b_to_a,Megan,Amber,"After Amber and Megan visited the park, Amber handed a folded map to",Megan,Amber,27616,21896
phase7_prompt_081173ca19e13e3b,test,baba_park,BABA,phase7_pair_7e9c77fa7af074a6,a_to_b,Claire,Judith,"After Judith and Claire visited the park, Judith handed a folded map to",Claire,Judith,20758,39987
phase7_prompt_a86e8e20169bc1c2,test,baba_park,BABA,phase7_pair_7e9c77fa7af074a6,b_to_a,Judith,Claire,"After Claire and Judith visited the park, Claire handed a folded map to",Judith,Claire,39987,20758
phase7_prompt_1f84a23cc96132d0,test,baba_park,BABA,phase7_pair_853a69d412bf6e50,a_to_b,Bonnie,Valerie,"After Valerie and Bonnie visited the park, Valerie handed a folded map to",Bonnie,Valerie,39203,45603
phase7_prompt_ac6493c30b61ba60,test,baba_park,BABA,phase7_pair_853a69d412bf6e50,b_to_a,Valerie,Bonnie,"After Bonnie and Valerie visited the park, Bonnie handed a folded map to",Valerie,Bonnie,45603,39203
phase7_prompt_d3dae2981be5f484,test,baba_park,BABA,phase7_pair_89614fce75224967,a_to_b,Joan,Madison,"After Madison and Joan visited the park, Madison handed a folded map to",Joan,Madison,26640,14909
phase7_prompt_9545fef44bc135a0,test,baba_park,BABA,phase7_pair_89614fce75224967,b_to_a,Madison,Joan,"After Joan and Madison visited the park, Joan handed a folded map to",Madison,Joan,14909,26640
phase7_prompt_86f667f56bc67bc2,test,baba_park,BABA,phase7_pair_8ae9abd37b7b8898,a_to_b,Ellie,Melissa,"After Melissa and Ellie visited the park, Melissa handed a folded map to",Ellie,Melissa,44801,24164
phase7_prompt_e5a876e9e58a3985,test,baba_park,BABA,phase7_pair_8ae9abd37b7b8898,b_to_a,Melissa,Ellie,"After Ellie and Melissa visited the park, Ellie handed a folded map to",Melissa,Ellie,24164,44801
phase7_prompt_f45b5e2327c1f5f7,test,baba_park,BABA,phase7_pair_8b8b9a7866d40805,a_to_b,Leslie,Lydia,"After Lydia and Leslie visited the park, Lydia handed a folded map to",Leslie,Lydia,26909,47766
phase7_prompt_c6e8a4a76acb0a25,test,baba_park,BABA,phase7_pair_8b8b9a7866d40805,b_to_a,Lydia,Leslie,"After Leslie and Lydia visited the park, Leslie handed a folded map to",Lydia,Leslie,47766,26909
phase7_prompt_3510d7f0ae3a67af,test,baba_park,BABA,phase7_pair_a0d547120ba1438c,a_to_b,Avery,Monica,"After Monica and Avery visited the park, Monica handed a folded map to",Avery,Monica,29218,23240
phase7_prompt_e796a8f7e4b8bcae,test,baba_park,BABA,phase7_pair_a0d547120ba1438c,b_to_a,Monica,Avery,"After Avery and Monica visited the park, Avery handed a folded map to",Monica,Avery,23240,29218
phase7_prompt_7fd1b8429028d5ab,test,baba_park,BABA,phase7_pair_b14d50f73032807d,a_to_b,Joshua,Sophia,"After Sophia and Joshua visited the park, Sophia handed a folded map to",Joshua,Sophia,20700,39953
phase7_prompt_2427bce6dbf330fc,test,baba_park,BABA,phase7_pair_b14d50f73032807d,b_to_a,Sophia,Joshua,"After Joshua and Sophia visited the park, Joshua handed a folded map to",Sophia,Joshua,39953,20700
phase7_prompt_37f5ebb7735305cc,test,baba_park,BABA,phase7_pair_b56f872614b96d06,a_to_b,Anna,John,"After John and Anna visited the park, John handed a folded map to",Anna,John,11735,1757
phase7_prompt_3487bdc69fa90225,test,baba_park,BABA,phase7_pair_b56f872614b96d06,b_to_a,John,Anna,"After Anna and John visited the park, Anna handed a folded map to",John,Anna,1757,11735
phase7_prompt_189da2a62cf5611e,test,baba_park,BABA,phase7_pair_bdfb26a7f56b1e9a,a_to_b,Joseph,Paul,"After Paul and Joseph visited the park, Paul handed a folded map to",Joseph,Paul,7212,3362
phase7_prompt_1f887b9fa5b936e5,test,baba_park,BABA,phase7_pair_bdfb26a7f56b1e9a,b_to_a,Paul,Joseph,"After Joseph and Paul visited the park, Joseph handed a folded map to",Paul,Joseph,3362,7212
phase7_prompt_9248f5659f24c4c0,test,baba_park,BABA,phase7_pair_c4cfd42f0517fb94,a_to_b,Paige,Steven,"After Steven and Paige visited the park, Steven handed a folded map to",Paige,Steven,42847,8239
phase7_prompt_093e65eacba3ede5,test,baba_park,BABA,phase7_pair_c4cfd42f0517fb94,b_to_a,Steven,Paige,"After Paige and Steven visited the park, Paige handed a folded map to",Steven,Paige,8239,42847
phase7_prompt_64537030ea9f403e,test,baba_park,BABA,phase7_pair_c6919b4e946a3fb9,a_to_b,Kelly,Rita,"After Rita and Kelly visited the park, Rita handed a folded map to",Kelly,Rita,9077,42605
phase7_prompt_5276ee473bd935fb,test,baba_park,BABA,phase7_pair_c6919b4e946a3fb9,b_to_a,Rita,Kelly,"After Kelly and Rita visited the park, Kelly handed a folded map to",Rita,Kelly,42605,9077
phase7_prompt_df917f78e7700a08,test,baba_park,BABA,phase7_pair_c8fc9f5b7f823c5e,a_to_b,Christopher,Mia,"After Mia and Christopher visited the park, Mia handed a folded map to",Christopher,Mia,12803,32189
phase7_prompt_0ec489fd80c28120,test,baba_park,BABA,phase7_pair_c8fc9f5b7f823c5e,b_to_a,Mia,Christopher,"After Christopher and Mia visited the park, Christopher handed a folded map to",Mia,Christopher,32189,12803
phase7_prompt_acbe59e90b194a80,test,baba_park,BABA,phase7_pair_d09e050b4dd99d67,a_to_b,Nina,Scarlett,"After Scarlett and Nina visited the park, Scarlett handed a folded map to",Nina,Scarlett,36300,45046
phase7_prompt_ac4e1a03ce9859fb,test,baba_park,BABA,phase7_pair_d09e050b4dd99d67,b_to_a,Scarlett,Nina,"After Nina and Scarlett visited the park, Nina handed a folded map to",Scarlett,Nina,45046,36300
phase7_prompt_797118c7b9948cad,test,baba_park,BABA,phase7_pair_d38ce67bcb01e85d,a_to_b,Erica,Mark,"After Mark and Erica visited the park, Mark handed a folded map to",Erica,Mark,45187,2940
phase7_prompt_517152e06287b44e,test,baba_park,BABA,phase7_pair_d38ce67bcb01e85d,b_to_a,Mark,Erica,"After Erica and Mark visited the park, Erica handed a folded map to",Mark,Erica,2940,45187
phase7_prompt_f6fffe65703d8969,test,baba_park,BABA,phase7_pair_db44c2acb5610f9d,a_to_b,Teresa,Victoria,"After Victoria and Teresa visited the park, Victoria handed a folded map to",Teresa,Victoria,34405,12313
phase7_prompt_6c5670f092a0d7fe,test,baba_park,BABA,phase7_pair_db44c2acb5610f9d,b_to_a,Victoria,Teresa,"After Teresa and Victoria visited the park, Teresa handed a folded map to",Victoria,Teresa,12313,34405
phase7_prompt_bddd8cf0587e0ebe,test,baba_park,BABA,phase7_pair_e48fa907c1e3bc74,a_to_b,April,Zoe,"After Zoe and April visited the park, Zoe handed a folded map to",April,Zoe,3035,32280
phase7_prompt_be112fc5139a0d2f,test,baba_park,BABA,phase7_pair_e48fa907c1e3bc74,b_to_a,Zoe,April,"After April and Zoe visited the park, April handed a folded map to",Zoe,April,32280,3035
phase7_prompt_52635702425c6fbe,test,baba_park,BABA,phase7_pair_e7335226678b08f5,a_to_b,June,Martha,"After Martha and June visited the park, Martha handed a folded map to",June,Martha,2795,27243
phase7_prompt_9f60ef7264704da2,test,baba_park,BABA,phase7_pair_e7335226678b08f5,b_to_a,Martha,June,"After June and Martha visited the park, June handed a folded map to",Martha,June,27243,2795
phase7_prompt_5d1460442d358f3e,test,baba_park,BABA,phase7_pair_e9fc6c989f4445cb,a_to_b,Leah,Rosa,"After Rosa and Leah visited the park, Rosa handed a folded map to",Leah,Rosa,31232,27994
phase7_prompt_d16cfa572d3ed6e9,test,baba_park,BABA,phase7_pair_e9fc6c989f4445cb,b_to_a,Rosa,Leah,"After Leah and Rosa visited the park, Leah handed a folded map to",Rosa,Leah,27994,31232
phase7_prompt_9d7a7855b2763e99,test,baba_park,BABA,phase7_pair_fa3bf6a8bde53a2d,a_to_b,Holly,Robin,"After Robin and Holly visited the park, Robin handed a folded map to",Holly,Robin,7764,12325
phase7_prompt_3f3d387a17bebd6e,test,baba_park,BABA,phase7_pair_fa3bf6a8bde53a2d,b_to_a,Robin,Holly,"After Holly and Robin visited the park, Holly handed a folded map to",Robin,Holly,12325,7764
phase7_prompt_4b877a3c14593070,test,baba_park,BABA,phase7_pair_fd9a9122baee6ea4,a_to_b,Christina,Gina,"After Gina and Christina visited the park, Gina handed a folded map to",Christina,Gina,33673,43002
phase7_prompt_dc3c3b6250712da9,test,baba_park,BABA,phase7_pair_fd9a9122baee6ea4,b_to_a,Gina,Christina,"After Christina and Gina visited the park, Christina handed a folded map to",Gina,Christina,43002,33673
phase7_prompt_c680a69954eedf7b,test,baba_store,BABA,phase7_pair_0c18e66c6fc56274,a_to_b,Heather,Tina,"When Tina and Heather went to the store, Tina gave a bottle of milk to",Heather,Tina,24253,35903
phase7_prompt_d0cb13888e91d893,test,baba_store,BABA,phase7_pair_0c18e66c6fc56274,b_to_a,Tina,Heather,"When Heather and Tina went to the store, Heather gave a bottle of milk to",Tina,Heather,35903,24253
phase7_prompt_acde6de5cf0d174c,test,baba_store,BABA,phase7_pair_267ca827d088ceea,a_to_b,Brooke,Cheryl,"When Cheryl and Brooke went to the store, Cheryl gave a bottle of milk to",Brooke,Cheryl,46459,37958
phase7_prompt_e4e433f9e908bbe4,test,baba_store,BABA,phase7_pair_267ca827d088ceea,b_to_a,Cheryl,Brooke,"When Brooke and Cheryl went to the store, Brooke gave a bottle of milk to",Cheryl,Brooke,37958,46459
phase7_prompt_7263f02a2548987f,test,baba_store,BABA,phase7_pair_278ff35d65d5552a,a_to_b,Chloe,Margaret,"When Margaret and Chloe went to the store, Margaret gave a bottle of milk to",Chloe,Margaret,29476,19579
phase7_prompt_fe1f84157f099fff,test,baba_store,BABA,phase7_pair_278ff35d65d5552a,b_to_a,Margaret,Chloe,"When Chloe and Margaret went to the store, Chloe gave a bottle of milk to",Margaret,Chloe,19579,29476
phase7_prompt_35f286de7f4f272c,test,baba_store,BABA,phase7_pair_2c9c638f8f4dc409,a_to_b,Eva,Wendy,"When Wendy and Eva went to the store, Wendy gave a bottle of milk to",Eva,Wendy,32355,28314
phase7_prompt_bffb2dd80a28579c,test,baba_store,BABA,phase7_pair_2c9c638f8f4dc409,b_to_a,Wendy,Eva,"When Eva and Wendy went to the store, Eva gave a bottle of milk to",Wendy,Eva,28314,32355
phase7_prompt_e16dc2a22d3060ff,test,baba_store,BABA,phase7_pair_2f7e5056a93db164,a_to_b,Amelia,Anne,"When Anne and Amelia went to the store, Anne gave a bottle of milk to",Amelia,Anne,49769,15397
phase7_prompt_0fb2be661f050410,test,baba_store,BABA,phase7_pair_2f7e5056a93db164,b_to_a,Anne,Amelia,"When Amelia and Anne went to the store, Amelia gave a bottle of milk to",Anne,Amelia,15397,49769
phase7_prompt_e78850f178cc437c,test,baba_store,BABA,phase7_pair_332483d3f8db2a87,a_to_b,Marie,Natalie,"When Natalie and Marie went to the store, Natalie gave a bottle of milk to",Marie,Natalie,20492,35571
phase7_prompt_bfaba35c5caede7e,test,baba_store,BABA,phase7_pair_332483d3f8db2a87,b_to_a,Natalie,Marie,"When Marie and Natalie went to the store, Marie gave a bottle of milk to",Natalie,Marie,35571,20492
phase7_prompt_6679f92d5cdff516,test,baba_store,BABA,phase7_pair_33dc25959f2ae37b,a_to_b,Jill,Kimberly,"When Kimberly and Jill went to the store, Kimberly gave a bottle of milk to",Jill,Kimberly,22772,48685
phase7_prompt_04692bdceaa253d9,test,baba_store,BABA,phase7_pair_33dc25959f2ae37b,b_to_a,Kimberly,Jill,"When Jill and Kimberly went to the store, Jill gave a bottle of milk to",Kimberly,Jill,48685,22772
phase7_prompt_bd53c6f840e06c24,test,baba_store,BABA,phase7_pair_3c6c304726369c49,a_to_b,Judy,Virginia,"When Virginia and Judy went to the store, Virginia gave a bottle of milk to",Judy,Virginia,26395,6025
phase7_prompt_905a6510560c27ae,test,baba_store,BABA,phase7_pair_3c6c304726369c49,b_to_a,Virginia,Judy,"When Judy and Virginia went to the store, Judy gave a bottle of milk to",Virginia,Judy,6025,26395
phase7_prompt_5ec2cb2a56931f70,test,baba_store,BABA,phase7_pair_405b9f63f2142542,a_to_b,Lisa,Maya,"When Maya and Lisa went to the store, Maya gave a bottle of milk to",Lisa,Maya,15378,26041
phase7_prompt_1130b1b003ca5135,test,baba_store,BABA,phase7_pair_405b9f63f2142542,b_to_a,Maya,Lisa,"When Lisa and Maya went to the store, Lisa gave a bottle of milk to",Maya,Lisa,26041,15378
phase7_prompt_1209518cd848cfa3,test,baba_store,BABA,phase7_pair_644a0d1ba29cc1af,a_to_b,Peggy,Sarah,"When Sarah and Peggy went to the store, Sarah gave a bottle of milk to",Peggy,Sarah,40910,10490
phase7_prompt_4b6a9a75d246887e,test,baba_store,BABA,phase7_pair_644a0d1ba29cc1af,b_to_a,Sarah,Peggy,"When Peggy and Sarah went to the store, Peggy gave a bottle of milk to",Sarah,Peggy,10490,40910
phase7_prompt_379df2eeb77ae9b3,test,baba_store,BABA,phase7_pair_6cd9d7aab319ee07,a_to_b,Charlotte,Elizabeth,"When Elizabeth and Charlotte went to the store, Elizabeth gave a bottle of milk to",Charlotte,Elizabeth,14685,10674
phase7_prompt_f80e6c8fc2976d96,test,baba_store,BABA,phase7_pair_6cd9d7aab319ee07,b_to_a,Elizabeth,Charlotte,"When Charlotte and Elizabeth went to the store, Charlotte gave a bottle of milk to",Elizabeth,Charlotte,10674,14685
phase7_prompt_1efaa0e1f1416a14,test,baba_store,BABA,phase7_pair_7d6ae98ddcd65bb9,a_to_b,Amber,Megan,"When Megan and Amber went to the store, Megan gave a bottle of milk to",Amber,Megan,21896,27616
phase7_prompt_9224731a6a6e4824,test,baba_store,BABA,phase7_pair_7d6ae98ddcd65bb9,b_to_a,Megan,Amber,"When Amber and Megan went to the store, Amber gave a bottle of milk to",Megan,Amber,27616,21896
phase7_prompt_5a7684496d935e37,test,baba_store,BABA,phase7_pair_7e9c77fa7af074a6,a_to_b,Claire,Judith,"When Judith and Claire went to the store, Judith gave a bottle of milk to",Claire,Judith,20758,39987
phase7_prompt_d67c40f02cf52461,test,baba_store,BABA,phase7_pair_7e9c77fa7af074a6,b_to_a,Judith,Claire,"When Claire and Judith went to the store, Claire gave a bottle of milk to",Judith,Claire,39987,20758
phase7_prompt_6f2ce36cc09dccc4,test,baba_store,BABA,phase7_pair_853a69d412bf6e50,a_to_b,Bonnie,Valerie,"When Valerie and Bonnie went to the store, Valerie gave a bottle of milk to",Bonnie,Valerie,39203,45603
phase7_prompt_71e6be5ef0052bb8,test,baba_store,BABA,phase7_pair_853a69d412bf6e50,b_to_a,Valerie,Bonnie,"When Bonnie and Valerie went to the store, Bonnie gave a bottle of milk to",Valerie,Bonnie,45603,39203
phase7_prompt_815c4124af4b5985,test,baba_store,BABA,phase7_pair_89614fce75224967,a_to_b,Joan,Madison,"When Madison and Joan went to the store, Madison gave a bottle of milk to",Joan,Madison,26640,14909
phase7_prompt_b185a7714bf816f9,test,baba_store,BABA,phase7_pair_89614fce75224967,b_to_a,Madison,Joan,"When Joan and Madison went to the store, Joan gave a bottle of milk to",Madison,Joan,14909,26640
phase7_prompt_e07c9e269984788c,test,baba_store,BABA,phase7_pair_8ae9abd37b7b8898,a_to_b,Ellie,Melissa,"When Melissa and Ellie went to the store, Melissa gave a bottle of milk to",Ellie,Melissa,44801,24164
phase7_prompt_22a663a623c237a4,test,baba_store,BABA,phase7_pair_8ae9abd37b7b8898,b_to_a,Melissa,Ellie,"When Ellie and Melissa went to the store, Ellie gave a bottle of milk to",Melissa,Ellie,24164,44801
phase7_prompt_4b30386f3054c2ab,test,baba_store,BABA,phase7_pair_8b8b9a7866d40805,a_to_b,Leslie,Lydia,"When Lydia and Leslie went to the store, Lydia gave a bottle of milk to",Leslie,Lydia,26909,47766
phase7_prompt_7579bfef64b51d72,test,baba_store,BABA,phase7_pair_8b8b9a7866d40805,b_to_a,Lydia,Leslie,"When Leslie and Lydia went to the store, Leslie gave a bottle of milk to",Lydia,Leslie,47766,26909
phase7_prompt_4021f4941ffc046e,test,baba_store,BABA,phase7_pair_a0d547120ba1438c,a_to_b,Avery,Monica,"When Monica and Avery went to the store, Monica gave a bottle of milk to",Avery,Monica,29218,23240
phase7_prompt_b2589769d112870f,test,baba_store,BABA,phase7_pair_a0d547120ba1438c,b_to_a,Monica,Avery,"When Avery and Monica went to the store, Avery gave a bottle of milk to",Monica,Avery,23240,29218
phase7_prompt_d33b5db78705e5c5,test,baba_store,BABA,phase7_pair_b14d50f73032807d,a_to_b,Joshua,Sophia,"When Sophia and Joshua went to the store, Sophia gave a bottle of milk to",Joshua,Sophia,20700,39953
phase7_prompt_cde2314001517099,test,baba_store,BABA,phase7_pair_b14d50f73032807d,b_to_a,Sophia,Joshua,"When Joshua and Sophia went to the store, Joshua gave a bottle of milk to",Sophia,Joshua,39953,20700
phase7_prompt_220305bac7dad05e,test,baba_store,BABA,phase7_pair_b56f872614b96d06,a_to_b,Anna,John,"When John and Anna went to the store, John gave a bottle of milk to",Anna,John,11735,1757
phase7_prompt_84aa401709f5c1e9,test,baba_store,BABA,phase7_pair_b56f872614b96d06,b_to_a,John,Anna,"When Anna and John went to the store, Anna gave a bottle of milk to",John,Anna,1757,11735
phase7_prompt_eca86f4f0710309a,test,baba_store,BABA,phase7_pair_bdfb26a7f56b1e9a,a_to_b,Joseph,Paul,"When Paul and Joseph went to the store, Paul gave a bottle of milk to",Joseph,Paul,7212,3362
phase7_prompt_ab37ee9f161e272a,test,baba_store,BABA,phase7_pair_bdfb26a7f56b1e9a,b_to_a,Paul,Joseph,"When Joseph and Paul went to the store, Joseph gave a bottle of milk to",Paul,Joseph,3362,7212
phase7_prompt_39ed4dc0427be553,test,baba_store,BABA,phase7_pair_c4cfd42f0517fb94,a_to_b,Paige,Steven,"When Steven and Paige went to the store, Steven gave a bottle of milk to",Paige,Steven,42847,8239
phase7_prompt_45ad00401d7b7bb5,test,baba_store,BABA,phase7_pair_c4cfd42f0517fb94,b_to_a,Steven,Paige,"When Paige and Steven went to the store, Paige gave a bottle of milk to",Steven,Paige,8239,42847
phase7_prompt_42ee66cbc6db7d19,test,baba_store,BABA,phase7_pair_c6919b4e946a3fb9,a_to_b,Kelly,Rita,"When Rita and Kelly went to the store, Rita gave a bottle of milk to",Kelly,Rita,9077,42605
phase7_prompt_e1d2bb34126fd134,test,baba_store,BABA,phase7_pair_c6919b4e946a3fb9,b_to_a,Rita,Kelly,"When Kelly and Rita went to the store, Kelly gave a bottle of milk to",Rita,Kelly,42605,9077
phase7_prompt_84c3b940227b1894,test,baba_store,BABA,phase7_pair_c8fc9f5b7f823c5e,a_to_b,Christopher,Mia,"When Mia and Christopher went to the store, Mia gave a bottle of milk to",Christopher,Mia,12803,32189
phase7_prompt_532ed4e11265a7dc,test,baba_store,BABA,phase7_pair_c8fc9f5b7f823c5e,b_to_a,Mia,Christopher,"When Christopher and Mia went to the store, Christopher gave a bottle of milk to",Mia,Christopher,32189,12803
phase7_prompt_0abfb65ccd7e47cc,test,baba_store,BABA,phase7_pair_d09e050b4dd99d67,a_to_b,Nina,Scarlett,"When Scarlett and Nina went to the store, Scarlett gave a bottle of milk to",Nina,Scarlett,36300,45046
phase7_prompt_d7f5e55aab0e979a,test,baba_store,BABA,phase7_pair_d09e050b4dd99d67,b_to_a,Scarlett,Nina,"When Nina and Scarlett went to the store, Nina gave a bottle of milk to",Scarlett,Nina,45046,36300
phase7_prompt_be3184825e0cbf96,test,baba_store,BABA,phase7_pair_d38ce67bcb01e85d,a_to_b,Erica,Mark,"When Mark and Erica went to the store, Mark gave a bottle of milk to",Erica,Mark,45187,2940
phase7_prompt_ff128a7a77f0ce0a,test,baba_store,BABA,phase7_pair_d38ce67bcb01e85d,b_to_a,Mark,Erica,"When Erica and Mark went to the store, Erica gave a bottle of milk to",Mark,Erica,2940,45187
phase7_prompt_44e68ebec5004cc9,test,baba_store,BABA,phase7_pair_db44c2acb5610f9d,a_to_b,Teresa,Victoria,"When Victoria and Teresa went to the store, Victoria gave a bottle of milk to",Teresa,Victoria,34405,12313
phase7_prompt_5330844a8401e1db,test,baba_store,BABA,phase7_pair_db44c2acb5610f9d,b_to_a,Victoria,Teresa,"When Teresa and Victoria went to the store, Teresa gave a bottle of milk to",Victoria,Teresa,12313,34405
phase7_prompt_33eb92239883016c,test,baba_store,BABA,phase7_pair_e48fa907c1e3bc74,a_to_b,April,Zoe,"When Zoe and April went to the store, Zoe gave a bottle of milk to",April,Zoe,3035,32280
phase7_prompt_d9fbb86d34543bef,test,baba_store,BABA,phase7_pair_e48fa907c1e3bc74,b_to_a,Zoe,April,"When April and Zoe went to the store, April gave a bottle of milk to",Zoe,April,32280,3035
phase7_prompt_557fb706239eae02,test,baba_store,BABA,phase7_pair_e7335226678b08f5,a_to_b,June,Martha,"When Martha and June went to the store, Martha gave a bottle of milk to",June,Martha,2795,27243
phase7_prompt_c831694f3225ee98,test,baba_store,BABA,phase7_pair_e7335226678b08f5,b_to_a,Martha,June,"When June and Martha went to the store, June gave a bottle of milk to",Martha,June,27243,2795
phase7_prompt_08803d0405933658,test,baba_store,BABA,phase7_pair_e9fc6c989f4445cb,a_to_b,Leah,Rosa,"When Rosa and Leah went to the store, Rosa gave a bottle of milk to",Leah,Rosa,31232,27994
phase7_prompt_dfee08b1e0afa6f5,test,baba_store,BABA,phase7_pair_e9fc6c989f4445cb,b_to_a,Rosa,Leah,"When Leah and Rosa went to the store, Leah gave a bottle of milk to",Rosa,Leah,27994,31232
phase7_prompt_95f98d2073588c5e,test,baba_store,BABA,phase7_pair_fa3bf6a8bde53a2d,a_to_b,Holly,Robin,"When Robin and Holly went to the store, Robin gave a bottle of milk to",Holly,Robin,7764,12325
