mask_id,mask_bits,n_heads,n_P,n_B,n_E,pool_id,pool_index,sampling_stratum,size_match_cell,within_cell_index,bank
mask_d6270f7f22b29f05,0101110001000,5,1,4,0,phase06_candidate_pool_21,21,broad,n_heads_05,1,candidate
mask_6c74efc071b0696c,1010000001110,5,2,2,1,phase06_candidate_pool_21,21,primary_heavy,n_heads_05,1,candidate
mask_bd711eafdc780d2d,1100011001000,5,2,3,0,phase06_candidate_pool_21,21,primary_heavy,n_heads_05,2,candidate
mask_c9bf181654ecedd5,1100100100001,5,2,2,1,phase06_candidate_pool_21,21,primary_heavy,n_heads_05,0,candidate
mask_640f2cbd078c5c9f,1001010100011,6,1,3,2,phase06_candidate_pool_21,21,broad,n_heads_06,0,candidate
mask_a854872fa111ec60,1000001111001,6,1,4,1,phase06_candidate_pool_21,21,broad,n_heads_06,2,candidate
mask_f292c745f9649a43,0100010011110,6,1,4,1,phase06_candidate_pool_21,21,broad,n_heads_06,1,candidate
mask_fe61c2cf272721fa,1001101010100,6,1,5,0,phase06_candidate_pool_21,21,broad,n_heads_06,3,candidate
mask_54695bbd97fc255f,0110100001101,6,2,3,1,phase06_candidate_pool_21,21,primary_heavy,n_heads_06,2,candidate
mask_7c93ded812c323b9,1110000001011,6,3,1,2,phase06_candidate_pool_21,21,primary_heavy,n_heads_06,0,candidate
mask_a37c8498246282d7,1100110010010,6,2,3,1,phase06_candidate_pool_21,21,primary_heavy,n_heads_06,3,candidate
mask_e4b50df3598572c9,0110000100111,6,2,2,2,phase06_candidate_pool_21,21,primary_heavy,n_heads_06,1,candidate
mask_3ab166f031982273,0100111111000,7,1,6,0,phase06_candidate_pool_21,21,broad,n_heads_07,0,candidate
mask_6f20fd45da6f8317,0011100011110,7,1,5,1,phase06_candidate_pool_21,21,broad,n_heads_07,1,candidate
mask_80f73ec95c44c617,1001111010010,7,1,5,1,phase06_candidate_pool_21,21,broad,n_heads_07,3,candidate
mask_c409d6683b4437d3,0100110111001,7,1,5,1,phase06_candidate_pool_21,21,broad,n_heads_07,2,candidate
mask_3120a5ae59964d69,1111100010001,7,3,3,1,phase06_candidate_pool_21,21,primary_heavy,n_heads_07,2,candidate
mask_bdcc716b232d460d,0111010110001,7,2,4,1,phase06_candidate_pool_21,21,primary_heavy,n_heads_07,0,candidate
mask_edf21cda7f3a04e8,0111001001110,7,2,4,1,phase06_candidate_pool_21,21,primary_heavy,n_heads_07,3,candidate
mask_fa782951558ccc84,1100000101111,7,2,3,2,phase06_candidate_pool_21,21,primary_heavy,n_heads_07,1,candidate
mask_4dc7892a37afb8c1,0011011001111,8,1,5,2,phase06_candidate_pool_21,21,broad,n_heads_08,1,candidate
mask_7facdc2152c4efea,0010111101110,8,1,6,1,phase06_candidate_pool_21,21,broad,n_heads_08,2,candidate
mask_f897d7826a50eef8,1001101110011,8,1,5,2,phase06_candidate_pool_21,21,broad,n_heads_08,0,candidate
mask_d61b92e4363e74f3,0111101110100,8,2,6,0,phase06_candidate_pool_21,21,primary_heavy,n_heads_08,2,candidate
mask_e0c72bb8898edd45,1101110001101,8,2,5,1,phase06_candidate_pool_21,21,primary_heavy,n_heads_08,1,candidate
mask_e6a723d7e91a8a33,1010101111010,8,2,5,1,phase06_candidate_pool_21,21,primary_heavy,n_heads_08,0,candidate
mask_825246b364d8f33f,0101101111110,9,1,7,1,phase06_candidate_pool_21,21,broad,n_heads_09,0,candidate
mask_86809b7524e7438c,1110110001111,9,3,4,2,phase06_candidate_pool_21,21,primary_heavy,n_heads_09,0,candidate
mask_71734e0713831655,0100110010000,4,1,3,0,phase06_candidate_pool_22,22,broad,n_heads_04,0,candidate
mask_5bdf37d8e47ef1ef,1100000101000,4,2,2,0,phase06_candidate_pool_22,22,primary_heavy,n_heads_04,0,candidate
mask_6b8018950073e6ec,0001000101101,5,0,4,1,phase06_candidate_pool_22,22,broad,n_heads_05,0,candidate
mask_84bd59fa57ccf15b,0000111100100,5,0,5,0,phase06_candidate_pool_22,22,broad,n_heads_05,1,candidate
mask_8a7b40984047dd6f,0100100010101,5,1,3,1,phase06_candidate_pool_22,22,broad,n_heads_05,2,candidate
mask_26023e64e7dcebe4,1010110000010,5,2,2,1,phase06_candidate_pool_22,22,primary_heavy,n_heads_05,2,candidate
mask_583d9fdcd9b9b4d2,1110100000100,5,3,2,0,phase06_candidate_pool_22,22,primary_heavy,n_heads_05,1,candidate
mask_83e88523dba11bc4,1100000000111,5,2,1,2,phase06_candidate_pool_22,22,primary_heavy,n_heads_05,0,candidate
mask_3c5beaa60ccf262c,0000101100111,6,0,4,2,phase06_candidate_pool_22,22,broad,n_heads_06,2,candidate
mask_5b5c54ab98150df3,1001010011001,6,1,4,1,phase06_candidate_pool_22,22,broad,n_heads_06,1,candidate
mask_aa37cda076db86d2,0011001100101,6,1,4,1,phase06_candidate_pool_22,22,broad,n_heads_06,3,candidate
mask_abd17acd8e2132a4,1000001110011,6,1,3,2,phase06_candidate_pool_22,22,broad,n_heads_06,0,candidate
mask_392da1da97dca29d,0111001100100,6,2,4,0,phase06_candidate_pool_22,22,primary_heavy,n_heads_06,0,candidate
mask_86e61d9b14128a60,1010001101010,6,2,3,1,phase06_candidate_pool_22,22,primary_heavy,n_heads_06,1,candidate
mask_bd377aabc4fcdce6,1110000110010,6,3,2,1,phase06_candidate_pool_22,22,primary_heavy,n_heads_06,3,candidate
mask_eebc06369b0cb258,1110000011010,6,3,2,1,phase06_candidate_pool_22,22,primary_heavy,n_heads_06,2,candidate
mask_6906bf3a479f7e93,0000111101011,7,0,5,2,phase06_candidate_pool_22,22,broad,n_heads_07,1,candidate
mask_994ee49d3e8bb803,0010111001101,7,1,5,1,phase06_candidate_pool_22,22,broad,n_heads_07,0,candidate
mask_d3b08f22401b7cb2,1000010111011,7,1,4,2,phase06_candidate_pool_22,22,broad,n_heads_07,3,candidate
mask_f470d1151f55f6bc,0010111001110,7,1,5,1,phase06_candidate_pool_22,22,broad,n_heads_07,2,candidate
mask_38ab50145b0e5c9f,0110010001111,7,2,3,2,phase06_candidate_pool_22,22,primary_heavy,n_heads_07,0,candidate
mask_839e667155e32187,1111011001000,7,3,4,0,phase06_candidate_pool_22,22,primary_heavy,n_heads_07,1,candidate
mask_8f6b61b954a3b683,1111110100000,7,3,4,0,phase06_candidate_pool_22,22,primary_heavy,n_heads_07,2,candidate
mask_f02732705f958d4d,0111011000011,7,2,3,2,phase06_candidate_pool_22,22,primary_heavy,n_heads_07,3,candidate
mask_1937faf23a42d5e8,1001111110010,8,1,6,1,phase06_candidate_pool_22,22,broad,n_heads_08,1,candidate
mask_7113c0c58122c5a0,0010011111101,8,1,6,1,phase06_candidate_pool_22,22,broad,n_heads_08,0,candidate
mask_de8c12f051f6056e,1001100111011,8,1,5,2,phase06_candidate_pool_22,22,broad,n_heads_08,2,candidate
mask_75108a7219505514,1100101101110,8,2,5,1,phase06_candidate_pool_22,22,primary_heavy,n_heads_08,1,candidate
mask_7f4d90008424f36b,1100110110101,8,2,5,1,phase06_candidate_pool_22,22,primary_heavy,n_heads_08,0,candidate
mask_9c827876a4ea355b,1100011100111,8,2,4,2,phase06_candidate_pool_22,22,primary_heavy,n_heads_08,2,candidate
mask_1d27bf5f9697db4b,0101111100111,9,1,6,2,phase06_candidate_pool_22,22,broad,n_heads_09,0,candidate
mask_5fdb5e405e13a1d3,1101101101011,9,2,5,2,phase06_candidate_pool_22,22,primary_heavy,n_heads_09,0,candidate
mask_15dbbd57577f344f,1000001001001,4,1,2,1,phase06_candidate_pool_23,23,broad,n_heads_04,0,candidate
mask_2d32b52d531e3008,1100010000001,4,2,1,1,phase06_candidate_pool_23,23,primary_heavy,n_heads_04,0,candidate
mask_3058c6d77d8be80a,0100100010110,5,1,3,1,phase06_candidate_pool_23,23,broad,n_heads_05,1,candidate
mask_60479302298c2006,0010001010101,5,1,3,1,phase06_candidate_pool_23,23,broad,n_heads_05,0,candidate
mask_62163391efd0ea42,0001011100100,5,0,5,0,phase06_candidate_pool_23,23,broad,n_heads_05,2,candidate
mask_0c2fc012190ed2ec,0111000010001,5,2,2,1,phase06_candidate_pool_23,23,primary_heavy,n_heads_05,2,candidate
mask_429442986013bc55,1100010001010,5,2,2,1,phase06_candidate_pool_23,23,primary_heavy,n_heads_05,1,candidate
mask_e5783d70383c5758,0110101000100,5,2,3,0,phase06_candidate_pool_23,23,primary_heavy,n_heads_05,0,candidate
mask_31a3b320e41240c0,1001011110000,6,1,5,0,phase06_candidate_pool_23,23,broad,n_heads_06,1,candidate
mask_4b95e1a86f129ecc,0001110111000,6,0,6,0,phase06_candidate_pool_23,23,broad,n_heads_06,2,candidate
mask_a18c3a03e3a796d1,0011101101000,6,1,5,0,phase06_candidate_pool_23,23,broad,n_heads_06,0,candidate
mask_b82c9f502f39e033,0101101001100,6,1,5,0,phase06_candidate_pool_23,23,broad,n_heads_06,3,candidate
mask_2edd6d6346e3ac49,1100101010001,6,2,3,1,phase06_candidate_pool_23,23,primary_heavy,n_heads_06,1,candidate
mask_55731b3ea01dfbe2,1011110010000,6,2,4,0,phase06_candidate_pool_23,23,primary_heavy,n_heads_06,2,candidate
mask_93ee7e944fccf6bf,1010000101011,6,2,2,2,phase06_candidate_pool_23,23,primary_heavy,n_heads_06,3,candidate
mask_c9c4c2f588793e6b,1111100001000,6,3,3,0,phase06_candidate_pool_23,23,primary_heavy,n_heads_06,0,candidate
mask_0e930aaa1f77d422,0101010011011,7,1,4,2,phase06_candidate_pool_23,23,broad,n_heads_07,1,candidate
mask_640fa7083579a80b,1001010001111,7,1,4,2,phase06_candidate_pool_23,23,broad,n_heads_07,0,candidate
mask_8c2507061156dddb,0100010111101,7,1,5,1,phase06_candidate_pool_23,23,broad,n_heads_07,2,candidate
mask_c566721fe4284879,0100101011101,7,1,5,1,phase06_candidate_pool_23,23,broad,n_heads_07,3,candidate
mask_42bec077d439bebf,0111100100011,7,2,3,2,phase06_candidate_pool_23,23,primary_heavy,n_heads_07,1,candidate
mask_4bcb7de8e8458dbd,1110001110010,7,3,3,1,phase06_candidate_pool_23,23,primary_heavy,n_heads_07,2,candidate
mask_eb916788ea8453d1,1101101100010,7,2,4,1,phase06_candidate_pool_23,23,primary_heavy,n_heads_07,0,candidate
mask_f6097ccc399e72cf,1011001100110,7,2,4,1,phase06_candidate_pool_23,23,primary_heavy,n_heads_07,3,candidate
mask_25d8db4717834646,0011011010111,8,1,5,2,phase06_candidate_pool_23,23,broad,n_heads_08,1,candidate
mask_b7f2ed8228078448,0101101011110,8,1,6,1,phase06_candidate_pool_23,23,broad,n_heads_08,2,candidate
mask_f5df039898544567,0100111011101,8,1,6,1,phase06_candidate_pool_23,23,broad,n_heads_08,0,candidate
mask_0accfd1da172416d,1011010111010,8,2,5,1,phase06_candidate_pool_23,23,primary_heavy,n_heads_08,2,candidate
mask_5ab43c99e6cc33cc,0111101010101,8,2,5,1,phase06_candidate_pool_23,23,primary_heavy,n_heads_08,0,candidate
mask_7c96d006d83b84c8,1010111001101,8,2,5,1,phase06_candidate_pool_23,23,primary_heavy,n_heads_08,1,candidate
mask_55ea33c55a723a28,0011001111111,9,1,6,2,phase06_candidate_pool_23,23,broad,n_heads_09,0,candidate
mask_b194bfbdc85aecc3,1101110011110,9,2,6,1,phase06_candidate_pool_23,23,primary_heavy,n_heads_09,0,candidate
mask_63126ee085a8b84c,1000001100010,4,1,2,1,phase06_candidate_pool_24,24,broad,n_heads_04,0,candidate
mask_a9bcad0895136b79,1010000110000,4,2,2,0,phase06_candidate_pool_24,24,primary_heavy,n_heads_04,0,candidate
mask_9f5f86cd2a3b9fc4,0001010101010,5,0,4,1,phase06_candidate_pool_24,24,broad,n_heads_05,1,candidate
mask_d7af9be100dc62b4,1000010001011,5,1,2,2,phase06_candidate_pool_24,24,broad,n_heads_05,2,candidate
mask_e7b25786bf186572,0001100010110,5,0,4,1,phase06_candidate_pool_24,24,broad,n_heads_05,0,candidate
mask_5358b7b0c642e2e7,1100010000110,5,2,2,1,phase06_candidate_pool_24,24,primary_heavy,n_heads_05,0,candidate
mask_aafae0f56df3bf38,0110000011010,5,2,2,1,phase06_candidate_pool_24,24,primary_heavy,n_heads_05,1,candidate
mask_eabf07fe728f3920,1010100010010,5,2,2,1,phase06_candidate_pool_24,24,primary_heavy,n_heads_05,2,candidate
mask_31d5136409c97655,1000110100011,6,1,3,2,phase06_candidate_pool_24,24,broad,n_heads_06,3,candidate
mask_8f77e3a1ed142e62,0100001110101,6,1,4,1,phase06_candidate_pool_24,24,broad,n_heads_06,0,candidate
mask_b9dbcbf926071646,0010010001111,6,1,3,2,phase06_candidate_pool_24,24,broad,n_heads_06,1,candidate
mask_cc0289e6b324529d,0000110011011,6,0,4,2,phase06_candidate_pool_24,24,broad,n_heads_06,2,candidate
mask_29575c73aab5e32a,0110101011000,6,2,4,0,phase06_candidate_pool_24,24,primary_heavy,n_heads_06,1,candidate
mask_678ec499d0cc7c58,0110010110100,6,2,4,0,phase06_candidate_pool_24,24,primary_heavy,n_heads_06,0,candidate
mask_c3d7fde95dd61383,1100010001011,6,2,2,2,phase06_candidate_pool_24,24,primary_heavy,n_heads_06,2,candidate
mask_fea7e26d9c215ec3,1101000011100,6,2,4,0,phase06_candidate_pool_24,24,primary_heavy,n_heads_06,3,candidate
mask_4ae1a8fd9aaa2286,0001001110111,7,0,5,2,phase06_candidate_pool_24,24,broad,n_heads_07,3,candidate
mask_e2617c62e7288038,0101111011000,7,1,6,0,phase06_candidate_pool_24,24,broad,n_heads_07,1,candidate
mask_ebde06506e589eb5,0010110010111,7,1,4,2,phase06_candidate_pool_24,24,broad,n_heads_07,2,candidate
mask_f3a3ac8bcb73f9be,0010111010101,7,1,5,1,phase06_candidate_pool_24,24,broad,n_heads_07,0,candidate
mask_33d2f91410af116e,1011111010000,7,2,5,0,phase06_candidate_pool_24,24,primary_heavy,n_heads_07,2,candidate
mask_383d254a887de479,0110100100111,7,2,3,2,phase06_candidate_pool_24,24,primary_heavy,n_heads_07,0,candidate
mask_7c38d9b0dd0f55c4,1100011001110,7,2,4,1,phase06_candidate_pool_24,24,primary_heavy,n_heads_07,1,candidate
mask_b898acd6633c3458,0111100101001,7,2,4,1,phase06_candidate_pool_24,24,primary_heavy,n_heads_07,3,candidate
mask_2e3d1b86aff55094,0101111001110,8,1,6,1,phase06_candidate_pool_24,24,broad,n_heads_08,2,candidate
mask_aa35eff4c1bf334a,0101101110110,8,1,6,1,phase06_candidate_pool_24,24,broad,n_heads_08,0,candidate
mask_ba84c5d8ba41ccf1,0101011101110,8,1,6,1,phase06_candidate_pool_24,24,broad,n_heads_08,1,candidate
mask_07d46c4064df28de,1101101001011,8,2,4,2,phase06_candidate_pool_24,24,primary_heavy,n_heads_08,1,candidate
mask_1734762cb122ad9c,0111101101010,8,2,5,1,phase06_candidate_pool_24,24,primary_heavy,n_heads_08,2,candidate
mask_939aecd3da9cba37,0110000111111,8,2,4,2,phase06_candidate_pool_24,24,primary_heavy,n_heads_08,0,candidate
mask_5bf739b39c34d292,0011010111111,9,1,6,2,phase06_candidate_pool_24,24,broad,n_heads_09,0,candidate
mask_05d88b996f889bcc,1111011110100,9,3,6,0,phase06_candidate_pool_24,24,primary_heavy,n_heads_09,0,candidate
mask_d8e3c835eaf91117,1000101001000,4,1,3,0,phase06_candidate_pool_25,25,broad,n_heads_04,0,candidate
mask_468fb3cfbe7db4b1,1100001000001,4,2,1,1,phase06_candidate_pool_25,25,primary_heavy,n_heads_04,0,candidate
mask_660bc763d18d5785,0010001110001,5,1,3,1,phase06_candidate_pool_25,25,broad,n_heads_05,2,candidate
mask_d4bac0a859d4d968,1001100000101,5,1,3,1,phase06_candidate_pool_25,25,broad,n_heads_05,1,candidate
mask_dad5b0a9913eb6b1,1000010100101,5,1,3,1,phase06_candidate_pool_25,25,broad,n_heads_05,0,candidate
mask_03b61b6decfbbda3,1100101000100,5,2,3,0,phase06_candidate_pool_25,25,primary_heavy,n_heads_05,1,candidate
mask_4069d627d3b45c62,1010011100000,5,2,3,0,phase06_candidate_pool_25,25,primary_heavy,n_heads_05,2,candidate
mask_947b91ab0f3a0f93,1010100010100,5,2,3,0,phase06_candidate_pool_25,25,primary_heavy,n_heads_05,0,candidate
mask_0706a2ebecc37bad,0101000101101,6,1,4,1,phase06_candidate_pool_25,25,broad,n_heads_06,3,candidate
mask_5f1e77dd82f39ba7,1001100011010,6,1,4,1,phase06_candidate_pool_25,25,broad,n_heads_06,1,candidate
mask_719659a77a7f017a,1000100111100,6,1,5,0,phase06_candidate_pool_25,25,broad,n_heads_06,0,candidate
mask_887d69ed6243061d,0011111000100,6,1,5,0,phase06_candidate_pool_25,25,broad,n_heads_06,2,candidate
mask_03dd0f6b21624e45,1101010010100,6,2,4,0,phase06_candidate_pool_25,25,primary_heavy,n_heads_06,2,candidate
mask_2dbc03e0cbff35f8,0110100001011,6,2,2,2,phase06_candidate_pool_25,25,primary_heavy,n_heads_06,0,candidate
mask_cf16770e249fbc2a,1011000010110,6,2,3,1,phase06_candidate_pool_25,25,primary_heavy,n_heads_06,1,candidate
mask_d8a43a51a89e47e4,1100001110010,6,2,3,1,phase06_candidate_pool_25,25,primary_heavy,n_heads_06,3,candidate
mask_223dc6df7a1b26b2,0000111111010,7,0,6,1,phase06_candidate_pool_25,25,broad,n_heads_07,1,candidate
mask_91dbc4a646973b79,0101110010101,7,1,5,1,phase06_candidate_pool_25,25,broad,n_heads_07,3,candidate
mask_99b602e12ee98088,0001101011110,7,0,6,1,phase06_candidate_pool_25,25,broad,n_heads_07,2,candidate
mask_fa66400b317f98bf,0000010111111,7,0,5,2,phase06_candidate_pool_25,25,broad,n_heads_07,0,candidate
mask_212f1c63647f1a45,1010010010111,7,2,3,2,phase06_candidate_pool_25,25,primary_heavy,n_heads_07,3,candidate
mask_5bbf463a81e9c4dc,1011110101000,7,2,5,0,phase06_candidate_pool_25,25,primary_heavy,n_heads_07,2,candidate
mask_e90a8a85290dad14,0111100011100,7,2,5,0,phase06_candidate_pool_25,25,primary_heavy,n_heads_07,1,candidate
mask_f74145e6db06120d,1101111000100,7,2,5,0,phase06_candidate_pool_25,25,primary_heavy,n_heads_07,0,candidate
mask_26d7dbbf8984eba4,0011111110010,8,1,6,1,phase06_candidate_pool_25,25,broad,n_heads_08,2,candidate
mask_9cbe08d4b04f932d,1001110010111,8,1,5,2,phase06_candidate_pool_25,25,broad,n_heads_08,0,candidate
mask_e5c5e8618c176067,0001110110111,8,0,6,2,phase06_candidate_pool_25,25,broad,n_heads_08,1,candidate
mask_8f441eebad0b39eb,1011010101011,8,2,4,2,phase06_candidate_pool_25,25,primary_heavy,n_heads_08,1,candidate
mask_c75f69bcb834c1ec,1010010101111,8,2,4,2,phase06_candidate_pool_25,25,primary_heavy,n_heads_08,0,candidate
mask_ef47bfe62d38765a,1110011011001,8,3,4,1,phase06_candidate_pool_25,25,primary_heavy,n_heads_08,2,candidate
mask_5b5547d0b128b9d0,0101011101111,9,1,6,2,phase06_candidate_pool_25,25,broad,n_heads_09,0,candidate
mask_d85c5202710a87b5,0111101111010,9,2,6,1,phase06_candidate_pool_25,25,primary_heavy,n_heads_09,0,candidate
mask_eb032da3c2395f03,0001001011000,4,0,4,0,phase06_candidate_pool_26,26,broad,n_heads_04,0,candidate
mask_4d777e6a24f479bb,1010000011000,4,2,2,0,phase06_candidate_pool_26,26,primary_heavy,n_heads_04,0,candidate
mask_4ddb9c08b918b165,0010110110000,5,1,4,0,phase06_candidate_pool_26,26,broad,n_heads_05,0,candidate
mask_b06c244b6e5866f3,0001000101110,5,0,4,1,phase06_candidate_pool_26,26,broad,n_heads_05,1,candidate
mask_fc34f033e6086275,0100000101110,5,1,3,1,phase06_candidate_pool_26,26,broad,n_heads_05,2,candidate
mask_4a50e061d9127a09,0110100101000,5,2,3,0,phase06_candidate_pool_26,26,primary_heavy,n_heads_05,1,candidate
mask_99d7e97bf5a95df0,1010110000100,5,2,3,0,phase06_candidate_pool_26,26,primary_heavy,n_heads_05,2,candidate
mask_c9d1b1ed193e7ae6,1010000011100,5,2,3,0,phase06_candidate_pool_26,26,primary_heavy,n_heads_05,0,candidate
mask_1d6e5ccbc72bd038,0001111001010,6,0,5,1,phase06_candidate_pool_26,26,broad,n_heads_06,3,candidate
mask_3cae9f4bfc7d6974,0010110101001,6,1,4,1,phase06_candidate_pool_26,26,broad,n_heads_06,1,candidate
mask_df992f585a5af897,0010101011001,6,1,4,1,phase06_candidate_pool_26,26,broad,n_heads_06,2,candidate
mask_e4acda10d6127220,0101000011011,6,1,3,2,phase06_candidate_pool_26,26,broad,n_heads_06,0,candidate
mask_30967adf6a9c628c,1010101100100,6,2,4,0,phase06_candidate_pool_26,26,primary_heavy,n_heads_06,2,candidate
mask_4ff53bec1bfbe7d2,0110100110010,6,2,3,1,phase06_candidate_pool_26,26,primary_heavy,n_heads_06,0,candidate
mask_96d78d7ab50b1283,1110001000110,6,3,2,1,phase06_candidate_pool_26,26,primary_heavy,n_heads_06,1,candidate
mask_fa37d7ef8034c39e,1101010010001,6,2,3,1,phase06_candidate_pool_26,26,primary_heavy,n_heads_06,3,candidate
mask_072e2682365e2f97,1000101011101,7,1,5,1,phase06_candidate_pool_26,26,broad,n_heads_07,1,candidate
mask_1c0d45d71202cf71,1000001011111,7,1,4,2,phase06_candidate_pool_26,26,broad,n_heads_07,0,candidate
mask_2551782edfb91532,1001100010111,7,1,4,2,phase06_candidate_pool_26,26,broad,n_heads_07,3,candidate
mask_cc7b73ea30dc6e7b,0001110111100,7,0,7,0,phase06_candidate_pool_26,26,broad,n_heads_07,2,candidate
mask_1adee324e61f2b05,0111101110000,7,2,5,0,phase06_candidate_pool_26,26,primary_heavy,n_heads_07,1,candidate
mask_4a1e17fb1486f803,1100001011110,7,2,4,1,phase06_candidate_pool_26,26,primary_heavy,n_heads_07,0,candidate
mask_56fbf9064c51c3e4,1110011000101,7,3,3,1,phase06_candidate_pool_26,26,primary_heavy,n_heads_07,2,candidate
mask_e47686cb0fd1c7fc,1101010011001,7,2,4,1,phase06_candidate_pool_26,26,primary_heavy,n_heads_07,3,candidate
mask_1fd0fcd3e947221b,0101111011100,8,1,7,0,phase06_candidate_pool_26,26,broad,n_heads_08,0,candidate
mask_51c7c0d7fbe7c360,0010111001111,8,1,5,2,phase06_candidate_pool_26,26,broad,n_heads_08,1,candidate
mask_66bbbb637bf47cc9,0101101110011,8,1,5,2,phase06_candidate_pool_26,26,broad,n_heads_08,2,candidate
mask_34137b58d71928dc,1100100011111,8,2,4,2,phase06_candidate_pool_26,26,primary_heavy,n_heads_08,1,candidate
mask_a72c42992480d151,1111100001011,8,3,3,2,phase06_candidate_pool_26,26,primary_heavy,n_heads_08,0,candidate
mask_d4a13408a03a6520,1010001111011,8,2,4,2,phase06_candidate_pool_26,26,primary_heavy,n_heads_08,2,candidate
mask_dc902f801587f6e5,0101110110111,9,1,6,2,phase06_candidate_pool_26,26,broad,n_heads_09,0,candidate
mask_eaa0f42573f28f01,1011110111001,9,2,6,1,phase06_candidate_pool_26,26,primary_heavy,n_heads_09,0,candidate
mask_1e8b5a2adeaf203a,1001000001100,4,1,3,0,phase06_candidate_pool_27,27,broad,n_heads_04,0,candidate
mask_9417315bd7e7d4c3,0110000010100,4,2,2,0,phase06_candidate_pool_27,27,primary_heavy,n_heads_04,0,candidate
mask_12568b0e0ed2c7f8,0011010000101,5,1,3,1,phase06_candidate_pool_27,27,broad,n_heads_05,1,candidate
mask_9059c3ed7cc177e2,1001010010010,5,1,3,1,phase06_candidate_pool_27,27,broad,n_heads_05,0,candidate
mask_bccd0eddb274501e,0001101000101,5,0,4,1,phase06_candidate_pool_27,27,broad,n_heads_05,2,candidate
mask_2093fe6a7466992d,1011000001001,5,2,2,1,phase06_candidate_pool_27,27,primary_heavy,n_heads_05,1,candidate
mask_9a3acc480e33c1ae,0111000010100,5,2,3,0,phase06_candidate_pool_27,27,primary_heavy,n_heads_05,2,candidate
mask_bd8ea889d9333cc1,1011001001000,5,2,3,0,phase06_candidate_pool_27,27,primary_heavy,n_heads_05,0,candidate
mask_b2a083283811f83a,0001100100111,6,0,4,2,phase06_candidate_pool_27,27,broad,n_heads_06,0,candidate
mask_e921f8f4e35116ad,0101011100100,6,1,5,0,phase06_candidate_pool_27,27,broad,n_heads_06,1,candidate
mask_f721e8aab3d0645f,0011001111000,6,1,5,0,phase06_candidate_pool_27,27,broad,n_heads_06,3,candidate
mask_f8405f837eec3df1,0011011001100,6,1,5,0,phase06_candidate_pool_27,27,broad,n_heads_06,2,candidate
mask_37f6f88cef5b3afd,1100011001001,6,2,3,1,phase06_candidate_pool_27,27,primary_heavy,n_heads_06,3,candidate
mask_8fe902b7b0d6b733,1100110000011,6,2,2,2,phase06_candidate_pool_27,27,primary_heavy,n_heads_06,2,candidate
mask_9ea074df24ce102d,1101011000010,6,2,3,1,phase06_candidate_pool_27,27,primary_heavy,n_heads_06,0,candidate
mask_ad30e42e2fea4cc6,1010001000111,6,2,2,2,phase06_candidate_pool_27,27,primary_heavy,n_heads_06,1,candidate
mask_097298711823b0c6,1001000111110,7,1,5,1,phase06_candidate_pool_27,27,broad,n_heads_07,2,candidate
mask_25163ea71ca4cf93,0010001111110,7,1,5,1,phase06_candidate_pool_27,27,broad,n_heads_07,0,candidate
mask_4d999fce27f797d3,1001001011110,7,1,5,1,phase06_candidate_pool_27,27,broad,n_heads_07,3,candidate
mask_99427f59fae30d50,0011110010011,7,1,4,2,phase06_candidate_pool_27,27,broad,n_heads_07,1,candidate
mask_5dcedc128cf1ff50,1011011001010,7,2,4,1,phase06_candidate_pool_27,27,primary_heavy,n_heads_07,1,candidate
mask_87cdadfd7146f09f,1110001101100,7,3,4,0,phase06_candidate_pool_27,27,primary_heavy,n_heads_07,3,candidate
mask_8c880b1d51f2445b,1110010100110,7,3,3,1,phase06_candidate_pool_27,27,primary_heavy,n_heads_07,0,candidate
mask_be1f1386228e212f,1100110101100,7,2,5,0,phase06_candidate_pool_27,27,primary_heavy,n_heads_07,2,candidate
mask_19c7481685387603,0000101111111,8,0,6,2,phase06_candidate_pool_27,27,broad,n_heads_08,1,candidate
mask_9f928872b1ae77e9,0101011010111,8,1,5,2,phase06_candidate_pool_27,27,broad,n_heads_08,2,candidate
mask_fc20f10294291106,1001011101101,8,1,6,1,phase06_candidate_pool_27,27,broad,n_heads_08,0,candidate
mask_c19241b09b96dc56,1111010011100,8,3,5,0,phase06_candidate_pool_27,27,primary_heavy,n_heads_08,2,candidate
mask_cf24566245a31347,0110110110101,8,2,5,1,phase06_candidate_pool_27,27,primary_heavy,n_heads_08,1,candidate
mask_e83086a443e0a07b,1011110011001,8,2,5,1,phase06_candidate_pool_27,27,primary_heavy,n_heads_08,0,candidate
mask_6a0ce2bbed3553ac,0101110111101,9,1,7,1,phase06_candidate_pool_27,27,broad,n_heads_09,0,candidate
mask_7d428c76dd2c4fbc,1111100100111,9,3,4,2,phase06_candidate_pool_27,27,primary_heavy,n_heads_09,0,candidate
mask_9fd309df18c48214,0000001110010,4,0,3,1,phase06_candidate_pool_28,28,broad,n_heads_04,0,candidate
mask_c6107347078ae350,1100001100000,4,2,2,0,phase06_candidate_pool_28,28,primary_heavy,n_heads_04,0,candidate
mask_542b468862bb9583,0101100000101,5,1,3,1,phase06_candidate_pool_28,28,broad,n_heads_05,2,candidate
mask_9abee2ab26e9175b,0011100010010,5,1,3,1,phase06_candidate_pool_28,28,broad,n_heads_05,1,candidate
mask_c85326029bfae2dd,0011100110000,5,1,4,0,phase06_candidate_pool_28,28,broad,n_heads_05,0,candidate
mask_1a66749071956386,1100011000010,5,2,2,1,phase06_candidate_pool_28,28,primary_heavy,n_heads_05,0,candidate
